id,alcohol,category,country,country_clean,description,designation,price,rating,region,region_clean,subregion,subsubregion,title,url,varietal,vintage,winery
10490,14,Red,Italy,Italy,"Elegantly structured, delicious and loaded with personality, this benchmark Nizza offers earthy aromas of truffle, leather, game, pressed violet and ripe black-skinned fruit. The aromas carry over to the savory palate, along with star anise, black cherry, mature plum and crushed mint. It's balanced by polished tannins and fresh acidity. Drink through 2025.",Cipressi,25,95,Piedmont,Barolo,Nizza,NULL,95pointsMichele Chiarlo 2015 Cipressi  (Nizza)Editors' Choice,https://www.winemag.com/buying-guide/michele-chiarlo-2015-cipressi-nizza/,Barbera,2015,Michele Chiarlo
88852,13.5,Red,Italy,Italy,"Fragrant and loaded with finesse, this opens with aromas of wild berry, blue flower, new leather, aromatic herb and a whiff of exotic spice. The structured, elegant palate delivers layers of red cherry, strawberry, flinty mineral, orange zest, star anise and clove framed in firm, polished tannins and bright acidity. It's still young and will develop even more complexity. Drink 2019–2029.",Contrada Monte San Nicolò,30,95,Sicily &amp; Sardinia,Sicily,Etna,NULL,Biondi 2014 Contrada Monte San Nicolò  (Etna),https://www.winemag.com/buying-guide/biondi-2014-contrada-monte-san-nicolo-etna/,Red Blend,2014,Biondi
88853,12,Red,Italy,Italy,"Radiant and earthy, this blend of Frappato and Nero d'Avola boasts enticing scents suggesting dark-skinned berry, leather, sunbaked earth, sea breeze and a floral note. The creamy, succulent palate doles out juicy black cherry, black raspberry, white pepper and aromatic herb alongside supple tannins and fresh acidity. A saline note wraps up the finish. Drink 2017–2024.",Pithos Rosso,30,95,Sicily &amp; Sardinia,Sicily,Vittoria,NULL,COS 2014 Pithos Rosso Red (Vittoria),https://www.winemag.com/buying-guide/cos-2014-pithos-rosso-red-vittoria/,Red Blend,2014,COS
73432,14,White,Italy,Italy,"You'll need to swirl the glass a few times to release the enticing scents of yellow stone fruit, Alpine herb and an intriguing smoky note. The savory vibrant palate is more expressive, delivering layers of crunchy green apple, zesty tangerine and juicy yellow peach set against crisp acidity. A flinty mineral note graces the lingering finish, lending even more depth. Drink through 2020.",Praepositus,25,95,Alto Adige,Trento,Alto Adige,NULL,Abbazia di Novacella 2015 Praepositus Kerner (Alto Adige),https://www.winemag.com/buying-guide/abbazia-di-novacella-2015-praepositus-kerner-alto-adige/,Kerner,2015,Abbazia di Novacella
101059,10,Dessert,US,Oregon,"This sweet, luscious, dessert-style wine keeps enough acidity to contrast and compensate for the sugar. There's nothing flabby here, but how sweet it is! Caramel apples, molasses, maple syrup and honey coalesce around concentrated fruits, ranging from citrus through tropical. Orange and peach, pineapple and papaya are all to be found. A half bottle is rich enough to satisfy four tasters.",NULL,24,95,Oregon,Dayton,Oregon Other,Oregon,Sineann 2013 Riesling (Oregon),https://www.winemag.com/buying-guide/sineann-2013-riesling-oregon/,Riesling,2013,Sineann
107652,11.5,White,US,Oregon,"Details of tea leaf, peach skin and pear introduce a wine with tremendous texture and length. The off-dry sweetness is counterbalanced by tart acidity, creating perfect tension and continuing into a lingering, satisfying finish. As with all these young wines, this will improve dramatically with ample aeration.",Wichmann Dundee Estate,28,95,Oregon,Eugene,Willamette Valley,Dundee Hills,Trisaetum 2014 Wichmann Dundee Estate Riesling (Dundee Hills),https://www.winemag.com/buying-guide/trisaetum-2014-wichmann-dundee-estate-riesling-willamette-valley-dundee-hills/,Riesling,2014,Trisaetum
204511,11.3,Dessert,US,Oregon,"This maintains a fine balance between its sugar (145 g/L) and driving acidity. Its lemon drop, black tea, brown sugar, candied citrus and caramel flavors are bright and brilliant. The complexity and sheer deliciousness make it irresistible.",Wine Country Farm Estate Late Harvest,30,95,Oregon,Eugene,Willamette Valley,Dundee Hills,Armonéa 2014 Wine Country Farm Estate Late Harvest Riesling (Dundee Hills),https://www.winemag.com/buying-guide/armonea-2014-wine-country-farm-estate-late-harvest-riesling-dundee-hills/,Riesling,2014,Armonéa
211995,12.6,White,US,Oregon,"The tiny Ribbon Ridge AVA is becoming well known for Oregon Riesling. This succulent, fruit-packed young wine displays impeccably clean apple, peach, pear, apricot and melon flavors. Minerally acidity keeps it lively and fresh, and its intensity and balance suggest it will age for decades. Drink now through 2035 and beyond.",Whimsy Estate,20,95,Oregon,Eugene,Willamette Valley,Ribbon Ridge,Styring 2014 Whimsy Estate Riesling (Ribbon Ridge),https://www.winemag.com/buying-guide/styring-2014-whimsy-estate-riesling-ribbon-ridge/,Riesling,2014,Styring
167587,14.3,White,US,Washington,"The Celilo vineyard has contributed the fruit to many outstanding Chardonnays from a who's who list of winemakers, but none better than this. Intensely concentrated and deeply extracted, it explodes with marvelously pure fruit flavors—the full range of citrus, citrus peel and crisp tree fruits. A wine with perfect virtually balance, exceptional texture and amazing length.",NULL,30,95,Washington,Dayton,Washington Other,Columbia Gorge (WA),Tranche 2008 Chardonnay (Columbia Gorge (WA)),https://www.winemag.com/buying-guide/tranche-2008-chardonnay-other-columbia-gorge-wa/,Chardonnay,2008,Tranche
27948,NULL,Red,US,Washington,"A phenomenally brilliant effort from this emerging superstar winery. The Merlot is enhanced with 17% Cabernet, 5% Syrah and 2% Cab Franc. You wonï¿½t find Merlot from anywhere else in the country that shows so much supple power and structure. Vibrant fruit is polished to a fine luster with perfectly applied oak ï¿½seasoningï¿½ that adds toast, butter, coconut, cedar and smoke, lifted with scents of tobacco, citrus and leaf. You run out of superlatives for this wine.",NULL,28,95,Washington,Dayton,Columbia Valley,Columbia Valley (WA),Fielding Hills 2003 Merlot (Columbia Valley (WA)),https://www.winemag.com/buying-guide/fielding-hills-2003-merlot-columbia-valley-wa/,Merlot,2003,Fielding Hills
136820,15.5,Red,US,Washington,"Alcohol that reaches these levels is often a complexity killer, but not here. This is a stunningly delicious wine, with ripe, powerful and concentrated black fruits. Baking spices, tar, pencil lead, even a whiff of compost all add to the complexity and the depth of flavor is magnificent. This can age at least a decade but is delicious already!",Whipping Boy,25,95,Washington,Dayton,Columbia Valley,Columbia Valley (WA),Southard 2010 Whipping Boy Cabernet Sauvignon (Columbia Valley (WA)),https://www.winemag.com/buying-guide/southard-2010-whipping-boy-cabernet-sauvignon-columbia-valley-wa/,Cabernet Sauvignon,2010,Southard
131042,12.5,White,US,Washington,"Spectacular is the word that comes to mind here. Tasted over many hours, this stunning effort proved itself over and over. A mix of citrus oils, tree fruits, a hint of honey, tea, lemon verbena and more, it delivers astonishing complexity and flavor for such a young wine. It should continue to evolve and improve from 2024–2034.",Bacchus Vineyard,20,95,Washington,Dayton,Columbia Valley,Columbia Valley (WA),Januik 2012 Bacchus Vineyard Riesling (Columbia Valley (WA)),https://www.winemag.com/buying-guide/januik-2012-bacchus-vineyard-riesling-columbia-valley-wa/,Riesling,2012,Januik
155924,11.8,White,US,Washington,"Truly stunning, the Lewis Estate Riesling from Dunham explodes with fragrant fruits—citrus, melon and tropical. A symphony of subtle accents, such as powdered sugar, candied citrus peel and breakfast tea, this gorgeous bottle belongs with the short list of the very best of Washington's many Rieslings.",Lewis Estate Vineyard,20,95,Washington,Dayton,Columbia Valley,Columbia Valley (WA),Dunham 2010 Lewis Estate Vineyard Riesling (Columbia Valley (WA)),https://www.winemag.com/buying-guide/dunham-2010-lewis-estate-vineyard-riesling-columbia-valley-wa/,Riesling,2010,Dunham
187563,NULL,White,US,Washington,"With residual sugar at about 1.35%, this balances the acidity without seeming sweet. Hand-picked and whole-cluster pressed, this immaculate, fresh, generous and stylish Riesling is always at the top of the list of Washington's best. Loaded with grapefruit, citrus and stone flavors, it cleans the palate and piles on the details as it rolls into a finish that lingers for well over a full minute.",NULL,20,95,Washington,Dayton,Columbia Valley,Columbia Valley (WA),Poet's Leap 2009 Riesling (Columbia Valley (WA)),https://www.winemag.com/buying-guide/poets-leap-2009-riesling-columbia-valley-wa/,Riesling,2009,Poet's Leap
199684,NULL,White,US,Washington,"Beautifully floral, fragrant and evocative, with lush and complex aromas of honeycomb, cracker and citrus, carrying into the mouth with rich, bright, detailed flavors. Stone and mineral elements are woven throughout, and the barrel fermentation adds hints of toast.",Sémillon-Sauvignon-Muscadelle,25,95,Washington,Dayton,Columbia Valley,Columbia Valley (WA),Buty 2008 Sémillon-Sauvignon-Muscadelle Semillon-Sauvignon Blanc (Columbia Valley (WA)),https://www.winemag.com/buying-guide/buty-2008-semillon-sauvignon-muscadelle-white-blend-semillon-sauvignon-blanc-columbia-valley-wa/,Semillon-Sauvignon Blanc,2008,Buty
18583,NULL,Red,US,Washington,"Dark, tannic and smoky, this has more tarry tobacco flavor than the other two reds in this series. Muscular, dense and tight, it offers cassis, raspberry and sappy, delicious red fruits. This is very young, very tight, but already nuanced with extraordinary notes of leaf and clean herb. It'll be interesting to see where it goes in 5–10 years.",NULL,30,95,Washington,Dayton,Columbia Valley,Wahluke Slope,Fielding Hills 2004 Cabernet Sauvignon (Wahluke Slope),https://www.winemag.com/buying-guide/fielding-hills-2004-cabernet-sauvignon-columbia-valley-wahluke-slope/,Cabernet Sauvignon,2004,Fielding Hills
199677,NULL,White,US,Washington,"Among McCrea's Rhône-inspired white wines, this is the most complete and complex. It's rich and dense, with honeycomb, lychee, lemon rind, pineapple and lots of stone—lovely and lingering. It seems to gain strength as it rolls through a sensational finish.",Boushey Vineyard Sirocco Blanc,25,95,Washington,Dayton,Columbia Valley,Yakima Valley,McCrea 2008 Boushey Vineyard Sirocco Blanc White (Yakima Valley),https://www.winemag.com/buying-guide/mccrea-2008-boushey-vineyard-sirocco-blanc-white-columbia-valley-yakima/,White Blend,2008,McCrea
37687,NULL,Red,US,Washington,"Sophisticated winemaking meets gorgeous fruit in this unusual blend: 30% Cabernet Sauvignon, 30% Syrah, 20% Merlot and 20% Cab Franc. The Syrah's fresh citrus flavors are perfect in the context of the sappy Merlot and harder Cabs, making a wonderful blend that is immediately accessible with sweet, round fruit; then  lingers into a long, textured, lively finish.",Stone River Red Wine,28,95,Washington,Walla Walla,Columbia Valley,Walla Walla Valley (WA),Beresan 2002 Stone River Red Wine Red (Walla Walla Valley (WA)),https://www.winemag.com/buying-guide/beresan-2002-stone-river-red-wine-columbia-valley-walla-walla-wa/,Red Blend,2002,Beresan
131038,14.2,White,US,Washington,"Simply sensational, this estate-grown Viognier raises the bar for everyone. It's a glorious mesh of citrus flesh and rind, elevated with spicy highlights of orange, tangerine and Meyer lemon. Outstanding concentration, focus and depth, with juicy acidity underlying an astonishing finish.",NULL,30,95,Washington,Walla Walla,Columbia Valley,Walla Walla Valley (WA),Abeja 2012 Viognier (Walla Walla Valley (WA)),https://www.winemag.com/buying-guide/abeja-2012-viognier-columbia-valley-walla-walla-wa/,Viognier,2012,Abeja
161191,14,White,US,Washington,"Simply astonishing for its price, this toasty, rich wine matches ripe flavors of peach, red apple and light tropical fruit. Thick, juicy, and seductive, it finishes with a lick of butterscotch.",NULL,20,95,Washington,Walla Walla,Columbia Valley,Walla Walla Valley (WA),Rulo 2010 Chardonnay (Walla Walla Valley (WA)),https://www.winemag.com/buying-guide/rulo-2010-chardonnay-columbia-valley-walla-walla-wa/,Chardonnay,2010,Rulo
