filename,record number 1,record number 2,alcohol,category,country,description,designation,price,rating,cost per point,region,region coordinates ,region latitude,region longitude,subregion,subregion coordinates ,subregion latitude,subregion longitude,title,url,varietal,vintage,winery
winemag 4001 to 4800,13916,122329,12,Red,France,"A light and fruity wine that is ready to drink. From the heart of the Entre-deux-Mers region, it has red berry fruits and juicy acidity. A greener, herbal character in the background suggests grapes that weren't totally ripe at harvest.",,19,83,0.228915663,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château de Crain 2012  Bordeaux,https://www.winemag.com/buying-guide/chateau-crain-2012-red-bordeaux/,Bordeaux-style Red Blend,2012,Château de Crain
winemag 4001 to 4800,13920,122333,13,Red,France,This is a thin wine with way too much acidity for the fruit. The rest of the wine is dry tannin that could soften into a more juicy character. It's always going to be a light wine.,,12,83,0.144578313,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Léo de la Gaffeliére 2012  Bordeaux,https://www.winemag.com/buying-guide/leo-gaffeliere-2012-red-bordeaux/,Bordeaux-style Red Blend,2012,Léo de la Gaffeliére
winemag 4001 to 4800,13927,122340,12.5,Red,France,"Herbal aromas give a crisp character. The fruit is not entirely ripe, so the wine relies on its tannins and acidity to get balance.",,13,83,0.156626506,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château Briot 2012  Bordeaux,https://www.winemag.com/buying-guide/chateau-briot-2012-red-bordeaux/,Bordeaux-style Red Blend,2012,Château Briot
winemag 4001 to 4800,13941,122354,12.5,Red,France,"This is a structured wine, with too many tannins from wood and fruit. The red berry fruits are likely always to remain second to the structure.",,14,83,0.168674699,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Ginestet 2012  Bordeaux,https://www.winemag.com/buying-guide/ginestet-2012-red-bordeaux/,Bordeaux-style Red Blend,2012,Ginestet
winemag 4001 to 4800,15245,123658,13.5,Red,France,This is a lean wine that seems to be missing the fruit. It has an austere quality with a strongly tannic element and mineral acidity.,Réserve Vieilles Vignes,11,83,0.13253012,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château Roustaing 2012 Réserve Vieilles Vignes  (Bordeaux),https://www.winemag.com/buying-guide/chateau-roustaing-2012-reserve-vieilles-vignes-red-bordeaux/,Bordeaux-style Red Blend,2012,Château Roustaing
winemag 4001 to 4800,15260,123673,12.5,Red,France,"Ripe and juicy, this smooth, simple wine is ready to drink. Juicy black currant fruits are polished by the wood aging.",,13,83,0.156626506,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château de Beauregard-Ducourt 2011  Bordeaux,https://www.winemag.com/buying-guide/chateau-de-beauregard-ducourt-2011-red-bordeaux/,Bordeaux-style Red Blend,2011,Château de Beauregard-Ducourt
winemag 4801 to 5600,9989,133882,13,Red,France,"A juicy wine, it has soft tannins and gently stalky fruit textures. Black currant fruits accompany fresh, tangy acidity. Not for aging, so drink now.",,13,83,0.156626506,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château Belle-Garde 2012  Bordeaux,https://www.winemag.com/buying-guide/chateau-belle-garde-2012-red-bordeaux/,Bordeaux-style Red Blend,2012,Château Belle-Garde
winemag 5601 to 6400,178,139649,,Red,France,"This wine seems rather unfocused with indistinct tannins and fruit. There is a soapy texture, and the red berry fruits seem awash with acidity.",,15,83,0.180722892,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château Bernés 2011  Bordeaux,https://www.winemag.com/buying-guide/chateau-bernes-2011-red-bordeaux/,Bordeaux-style Red Blend,2011,Château Bernés
winemag 5601 to 6400,179,139650,,Red,France,"There is way too much acidity here, and it's exagerrated by the wine's soft, unfocused texture. Notes of bitter toast and dark tannins are rather unbalanced.",,20,83,0.240963855,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château Ballan-Larquette 2011  Bordeaux,https://www.winemag.com/buying-guide/chateau-ballan-larquette-2011-red-bordeaux/,Bordeaux-style Red Blend,2011,Château Ballan-Larquette
winemag 5601 to 6400,181,139652,,Red,France,"Dry, firmly structured and tough, this is an austere wine that doesn't hold out much hope for improvement. Drink it soon with rich food to balance out its dense tannins and wood flavors.",,15,83,0.180722892,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château du Cros 2011  Bordeaux,https://www.winemag.com/buying-guide/chateau-cros-2011-red-bordeaux/,Bordeaux-style Red Blend,2011,Château du Cros
winemag 5601 to 6400,9564,149035,13,Red,France,"Very young, fruity wine. The tannins are already soft and there is stalky black currant acidity that gives the wine a bright freshness. It has no wood and will develop fast.",,14,83,0.168674699,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château Allégret 2012  Bordeaux,https://www.winemag.com/buying-guide/chateau-allegret-2012-red-bordeaux/,Bordeaux-style Red Blend,2012,Château Allégret
winemag 6401 to 7200,504,155641,,Red,France,"Dry and tannic initially, the wine opens up to reveal a soft, fruity character. It is still compact, with some bitterness from overextraction.",Tellus Vinea,15,83,0.180722892,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Vignobles Pueyo 2009 Tellus Vinea  (Bordeaux),https://www.winemag.com/buying-guide/vignobles-pueyo-2009-tellus-vinea-red-bordeaux/,Bordeaux-style Red Blend,2009,Vignobles Pueyo
winemag 6401 to 7200,528,155665,13.5,Red,France,"This lightweight wine is dominated by juicy red fruit. Fresh in character, it has bright acids and soft tannins. Not a wine for aging.",,13,83,0.156626506,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château des Combes 2010  Bordeaux,https://www.winemag.com/buying-guide/chateau-combes-2010-red-bordeaux/,Bordeaux-style Red Blend,2010,Château des Combes
winemag 6401 to 7200,530,155667,,Red,France,"This perfumed wine is tough on the palate. It has a firm, dry core, surrounded by red-currant-driven acidity. The finish is out of balance.",,10,83,0.120481928,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château le Bergey 2010  Bordeaux,https://www.winemag.com/buying-guide/chateau-le-bergey-2010-red-bordeaux/,Bordeaux-style Red Blend,2010,Château le Bergey
winemag 6401 to 7200,545,155682,,Red,France,"This is a dense, wood- and tannin-laden wine. It's hard, with a dry and unyielding structure. In one year, it should be more generous.",,13,83,0.156626506,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château Grands Bois 2009  Bordeaux,https://www.winemag.com/buying-guide/chateau-grands-bois-2009-red-bordeaux/,Bordeaux-style Red Blend,2009,Château Grands Bois
winemag 6401 to 7200,7508,162645,13,Red,France,"This has a tight, severe character, with black currant fruit and a touch of green bell pepper. It's stalky and structured, with a lean feeling.",,13,83,0.156626506,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Les Hauts de Lagarde 2010  Bordeaux,https://www.winemag.com/buying-guide/hauts-lagarde-2010-red-bordeaux/,Bordeaux-style Red Blend,2010,Les Hauts de Lagarde
winemag 6401 to 7200,7530,162667,13.5,Red,France,"A tight wine-this is on the lean side, but shows an attractive red-currant flavor and soft tannins. This is not meant for aging.",,10,83,0.120481928,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château les Terrasses de Bouey 2009  Bordeaux,https://www.winemag.com/buying-guide/chateau-terrasses-bouey-2009-red-bordeaux/,Bordeaux-style Red Blend,2009,Château les Terrasses de Bouey
winemag 7201 to 8000,589,171360,13.5,Red,France,"Taut, stalky wine, very structured. There is fruit but it is herbal, green, missing ripeness. The tannins have the same character.",,14,83,0.168674699,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château Grand Jean 2010  Bordeaux,https://www.winemag.com/buying-guide/chateau-grand-jean-2010-red-bordeaux/,Bordeaux-style Red Blend,2010,Château Grand Jean
winemag 7201 to 8000,5485,176256,12.5,Red,France,"Very soft wine, with gentle berry fruit flavors, cinnamon and a light, ripe character. Black currant fruits emerge from the light texture with an attractive tannic layer.",,14,83,0.168674699,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château de Beauregard-Ducourt 2009  Bordeaux,https://www.winemag.com/buying-guide/chateau-de-beauregard-ducourt-2009-red-bordeaux/,Bordeaux-style Red Blend,2009,Château de Beauregard-Ducourt
winemag 8801 to 9600,12311,229292,,Red,France,"This soft, wood- and blackberry-flavored wine shows spice alongside acidity. It has an edge of astringency and green herbs, but the vanilla from the wood does give it some weight and balance.",,15,83,0.180722892,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château Sainte Barbe 2006  Bordeaux,https://www.winemag.com/buying-guide/chateau-sainte-barbe-2006-red-bordeaux/,Bordeaux-style Red Blend,2006,Château Sainte Barbe
winemag 8801 to 9600,12323,229304,13,Red,France,"Lean, initially bitter, this is a firmly tannic wine. The berry fruits show freshness, but the dry tannins dominate. Of course, it's young, but the texture is too light for much development.",Réserve,15,83,0.180722892,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château Darzac 2006 Réserve  (Bordeaux),https://www.winemag.com/buying-guide/chateau-darzac-2006-reserve-red-bordeaux/,Bordeaux-style Red Blend,2006,Château Darzac
winemag 9601 to 10400,5279,237935,12.5,Red,France,"A stalky Bordeaux from a vineyard north of Saint-Emilion. The fruit is austere and lean, with plenty of acidity. There are light tannins, and there is fresh fruit, but the core is missing.",,24,83,0.289156627,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château Bois Pertuis 2004  Bordeaux,https://www.winemag.com/buying-guide/chateau-bois-pertuis-2004-red-bordeaux/,Bordeaux-style Red Blend,2004,Château Bois Pertuis
winemag 9601 to 10400,12239,244895,,Red,France,"Vanilla aromas and fresh red currant fruit flavors give this wine a freshness as well as a simple, easy structure. The acidity could be less dominant.",,10,83,0.120481928,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Yvecourt 2005  Bordeaux,https://www.winemag.com/buying-guide/yvecourt-2005-red-bordeaux/,Bordeaux-style Red Blend,2005,Yvecourt
winemag 4001 to 4800,2677,111090,12.5,Red,France,There is a Rosé here struggling to get out. This wine has strawberry fruits combined with tannins in a way that does not work. Bordeaux Clairet lies between Rosé and red in color and in taste.,,14,83,0.168674699,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux Clairet,"44.8377890, -0.5791800",44.837789,-0.57918,Château de Marsan 2014  Bordeaux Clairet,https://www.winemag.com/buying-guide/chateau-marsan-2014-red-clairet/,Bordeaux-style Red Blend,2014,Château de Marsan
winemag 1 to 800,5699,5699,13.5,Red,France,"Closed and tough, this wine has spent too long in wood. It offers little but spice and toast.",Fleur Saint Antoine,18,83,0.21686747,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux Supérieur,"44.8377890, -0.5791800",44.837789,-0.57918,Château Saint Antoine 2016 Fleur Saint Antoine  (Bordeaux Supérieur),https://www.winemag.com/buying-guide/chateau-saint-antoine-2016-fleur-saint-antoine-bordeaux-superieur/,Bordeaux-style Red Blend,2016,Château Saint Antoine
winemag 1 to 800,5707,5707,13.5,Red,France,"High-toast flavors still dominate this wine, although they should by now have melded into the fruit. It suggests the wine will continue to have strong, bitter wood flavors.",La Tour aux Palombes,20,83,0.240963855,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux Supérieur,"44.8377890, -0.5791800",44.837789,-0.57918,Château Rouquette 2014 La Tour aux Palombes  (Bordeaux Supérieur),https://www.winemag.com/buying-guide/chateau-rouquette-2014-la-tour-aux-palombes-bordeaux-superieur/,Bordeaux-style Red Blend,2014,Château Rouquette
winemag 1 to 800,6156,6156,15,Red,France,"This wine is spoiled by overripe fruit. It has a juicy component as well as firm tannins, but that high-alcohol jammy character is not pleasant.",Cuvée le Barry,25,83,0.301204819,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux Supérieur,"44.8377890, -0.5791800",44.837789,-0.57918,Château La Mothe du Barry 2016 Cuvée le Barry  (Bordeaux Supérieur),https://www.winemag.com/buying-guide/chateau-la-mothe-du-barry-2016-cuvee-le-barry-bordeaux-superieur/,Bordeaux-style Red Blend,2016,Château La Mothe du Barry
winemag 10401 to 11200,408,15670,,Red,France,"lean, austere wine, that has dry tannins and flavors of stalky currants. It is pleasant enough, with some freshness, but there is a definite green element to it.",,10,83,0.120481928,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux Supérieur,"44.8377890, -0.5791800",44.837789,-0.57918,Château Trocard 2004  Bordeaux Supérieur,https://www.winemag.com/buying-guide/chateau-trocard-2004-red-superieur/,Bordeaux-style Red Blend,2004,Château Trocard
winemag 1601 to 2400,6180,68130,14,Red,France,This tough wine has overripe fruit. There are tough extracted tannins. It's a hard wine to like.,,24,83,0.289156627,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux Supérieur,"44.8377890, -0.5791800",44.837789,-0.57918,Château Beausoleil 2015  Bordeaux Supérieur,https://www.winemag.com/buying-guide/chateau-beausoleil-2015-bordeaux-superieur/,Bordeaux-style Red Blend,2015,Château Beausoleil
winemag 1601 to 2400,6189,68139,14,Red,France,The wine has a southern character with very ripe fruit that seems unbalanced for the tannins and acidity. It's an odd wine.,Cuvée Carpe Diem,25,83,0.301204819,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux Supérieur,"44.8377890, -0.5791800",44.837789,-0.57918,Château de Seguin 2015 Cuvée Carpe Diem  (Bordeaux Supérieur),https://www.winemag.com/buying-guide/chateau-de-seguin-2015-cuvee-carpe-diem-bordeaux-superieur/,Bordeaux-style Red Blend,2015,Château de Seguin
winemag 1601 to 2400,6196,68146,14.5,Red,France,The wine is tight and perhaps firm. Its extracted tannins and dry core are too much for the fruit.,Cuvée Prestige,15,83,0.180722892,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux Supérieur,"44.8377890, -0.5791800",44.837789,-0.57918,Château Labatut 2015 Cuvée Prestige  (Bordeaux Supérieur),https://www.winemag.com/buying-guide/chateau-labatut-2015-cuvee-prestige-bordeaux-superieur/,Bordeaux-style Red Blend,2015,Château Labatut
winemag 1601 to 2400,6197,68147,15,Red,France,Smoky aromas lead to a wine that is dominated by wood. It is about structure rather than fruit.,,20,83,0.240963855,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux Supérieur,"44.8377890, -0.5791800",44.837789,-0.57918,Château Sainte Barbe 2015  Bordeaux Supérieur,https://www.winemag.com/buying-guide/chateau-sainte-barbe-2015-bordeaux-superieur/,Bordeaux-style Red Blend,2015,Château Sainte Barbe
winemag 2401 to 3200,7285,84705,13,Red,France,"The wine is dominated by extracted wood flavors. It is likely to soften, but not enough to allow the fruit to sing.",,15,83,0.180722892,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux Supérieur,"44.8377890, -0.5791800",44.837789,-0.57918,Château Bellevue Peycharneau 2014  Bordeaux Supérieur,https://www.winemag.com/buying-guide/chateau-bellevue-peycharneau-2014-bordeaux-superieur/,Bordeaux-style Red Blend,2014,Château Bellevue Peycharneau
winemag 2401 to 3200,7331,84751,13.5,Red,France,The wine is smoky and toasty. It is extracted with bitter coffee flavors that dominate the fruit. Too much burnt wood will leave little room for fruitiness.,,16,83,0.192771084,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux Supérieur,"44.8377890, -0.5791800",44.837789,-0.57918,Château Fleur Haut Gaussens 2014  Bordeaux Supérieur,https://www.winemag.com/buying-guide/chateau-fleur-haut-gaussens-2014-bordeaux-superieur/,Bordeaux-style Red Blend,2014,Château Fleur Haut Gaussens
winemag 2401 to 3200,7336,84756,13.5,Red,France,"This wine is soft, full in the mouth while not having much focus.",La Source,40,83,0.481927711,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux Supérieur,"44.8377890, -0.5791800",44.837789,-0.57918,Château de Sours 2014 La Source  (Bordeaux Supérieur),https://www.winemag.com/buying-guide/chateau-de-sours-2014-la-source-bordeaux-superieur/,Bordeaux-style Red Blend,2014,Château de Sours
winemag 3201 to 4000,14852,107732,13.5,Red,France,"Toast aromas precede layers of wood flavors that give the wine a tough, dry, spicy character that masks the fruit.",Heritage,15,83,0.180722892,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux Supérieur,"44.8377890, -0.5791800",44.837789,-0.57918,Château Lamothe-Vincent 2013 Heritage  (Bordeaux Supérieur),https://www.winemag.com/buying-guide/chateau-lamothe-vincent-2013-heritage-red-superieur/,Bordeaux-style Red Blend,2013,Château Lamothe-Vincent
winemag 3201 to 4000,14878,107758,12.5,Red,France,"With soft tannins and fresh fruits, this light, crisp wine has a red fruit-flavored character that is intense in its acidity. Drink now.",Roc des Chevaliers,12,83,0.144578313,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux Supérieur,"44.8377890, -0.5791800",44.837789,-0.57918,Producta Vignobles 2013 Roc des Chevaliers  (Bordeaux Supérieur),https://www.winemag.com/buying-guide/producta-vignobles-2013-roc-chevaliers-red-superieur/,Bordeaux-style Red Blend,2013,Producta Vignobles
winemag 4001 to 4800,9070,117483,12.5,Red,France,"There is probably too much wood aging in this wine. It's still young, but the dominant toastiness gives a burnt character. It has a hard edge, tough and very dry.",Château de Beaulieu,13,83,0.156626506,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux Supérieur,"44.8377890, -0.5791800",44.837789,-0.57918,Producta Vignobles 2012 Château de Beaulieu  (Bordeaux Supérieur),https://www.winemag.com/buying-guide/producta-vignobles-2012-chateau-beaulieu-red-superieur/,Bordeaux-style Red Blend,2012,Producta Vignobles
winemag 4001 to 4800,13657,122070,13.5,Red,France,"This is hard and tough, all tannins and extraction.",,15,83,0.180722892,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux Supérieur,"44.8377890, -0.5791800",44.837789,-0.57918,Château de la Vieille Tour 2012  Bordeaux Supérieur,https://www.winemag.com/buying-guide/chateau-vieille-tour-2012-red-superieur/,Bordeaux-style Red Blend,2012,Château de la Vieille Tour
winemag 4001 to 4800,13917,122330,13.5,Red,France,This tough wine seems light on fruit. It is hard and shows considerable extraction.,,15,83,0.180722892,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux Supérieur,"44.8377890, -0.5791800",44.837789,-0.57918,Chateau le Grand Verdus 2012  Bordeaux Supérieur,https://www.winemag.com/buying-guide/chateau-le-grand-verdus-2012-red-superieur/,Bordeaux-style Red Blend,2012,Chateau le Grand Verdus
winemag 4001 to 4800,13926,122339,13.5,Red,France,"With a high proportion of Cabernet in the blend, this holds tough tannins. There is also juicy Merlot that offers an attractive, fruity future.",,19,83,0.228915663,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux Supérieur,"44.8377890, -0.5791800",44.837789,-0.57918,Domaine de Courteillac 2012  Bordeaux Supérieur,https://www.winemag.com/buying-guide/domaine-courteillac-2012-red-superieur/,Bordeaux-style Red Blend,2012,Domaine de Courteillac
winemag 4001 to 4800,13932,122345,13.5,Red,France,"The fruit is extremely extracted, making for a wine that is tough, very firm and hard without the juicy character needed to see it through.",,17,83,0.204819277,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux Supérieur,"44.8377890, -0.5791800",44.837789,-0.57918,Château Damase 2012  Bordeaux Supérieur,https://www.winemag.com/buying-guide/chateau-damase-2012-red-superieur/,Bordeaux-style Red Blend,2012,Château Damase
winemag 4001 to 4800,13933,122346,13,Red,France,This is a hard-edged wine with a chemical character. It's tough both in tannins and extracted fruits.,Cuvée Maucaillou,15,83,0.180722892,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux Supérieur,"44.8377890, -0.5791800",44.837789,-0.57918,Château Belrose 2012 Cuvée Maucaillou  (Bordeaux Supérieur),https://www.winemag.com/buying-guide/chateau-belrose-2012-cuvee-maucaillou-red-superieur/,Bordeaux-style Red Blend,2012,Château Belrose
winemag 4001 to 4800,13934,122347,14,Red,France,"Bread and yeasty aromas lead to a wine that has tannins and wood aging, leaving the fruitiness behind.",,15,83,0.180722892,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux Supérieur,"44.8377890, -0.5791800",44.837789,-0.57918,Château Larteau 2012  Bordeaux Supérieur,https://www.winemag.com/buying-guide/chateau-larteau-2012-red-superieur/,Bordeaux-style Red Blend,2012,Château Larteau
winemag 5601 to 6400,162,139633,,Red,France,"Bitter extraction hinders this wine. It does have some attractive fruitiness in the background, but it's lost amidst all the toughness. The rigid edge will soften, although the wine's fruitiness may well never materialize.",Cuvée Prestige,10,83,0.120481928,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux Supérieur,"44.8377890, -0.5791800",44.837789,-0.57918,Château de Seguin 2011 Cuvée Prestige  (Bordeaux Supérieur),https://www.winemag.com/buying-guide/chateau-de-seguin-2011-cuvee-prestige-bordeaux-superieur-184276/,Bordeaux-style Red Blend,2011,Château de Seguin
winemag 5601 to 6400,163,139634,,Red,France,"This wine is too toasty for its own good. It has dark tannins, high spice and bitter toastiness. There is a soapy aftertaste that only just hints at fruit.",Prince Noir,14,83,0.168674699,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux Supérieur,"44.8377890, -0.5791800",44.837789,-0.57918,Château de Camarsac 2011 Prince Noir  (Bordeaux Supérieur),https://www.winemag.com/buying-guide/chateau-de-camarsac-2011-prince-noir-red-superieur/,Bordeaux-style Red Blend,2011,Château de Camarsac
winemag 5601 to 6400,180,139651,,Red,France,"Juicy and fruity, this wine has strong layers of acidity and extracted tannins. It has a hard, austere character that doesn't promise for the future.",,16,83,0.192771084,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux Supérieur,"44.8377890, -0.5791800",44.837789,-0.57918,Château du Lort 2011  Bordeaux Supérieur,https://www.winemag.com/buying-guide/chateau-lort-2011-red-superieur/,Bordeaux-style Red Blend,2011,Château du Lort
winemag 5601 to 6400,6492,145963,13.5,Red,France,"This dark, extracted wine is firm in character. It has bitter coffee and licorice flavors, which rather elbow aside the fruit.",,9,83,0.108433735,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux Supérieur,"44.8377890, -0.5791800",44.837789,-0.57918,Château Croix de Gentis 2011  Bordeaux Supérieur,https://www.winemag.com/buying-guide/chateau-croix-gentis-2011-red-superieur/,Bordeaux-style Red Blend,2011,Château Croix de Gentis
winemag 5601 to 6400,6505,145976,13.5,Red,France,"A hard and tannic wine, with too much dryness for pleasure. It's not likely to soften enough to balance out.",Réserve,15,83,0.180722892,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux Supérieur,"44.8377890, -0.5791800",44.837789,-0.57918,Domaine du Claouset 2011 Réserve  (Bordeaux Supérieur),https://www.winemag.com/buying-guide/domaine-claouset-2011-reserve-red-superieur/,Bordeaux-style Red Blend,2011,Domaine du Claouset
winemag 5601 to 6400,6521,145992,14,Red,France,"Hard and extracted, this wine shows little more than tannins. The fruitiness is hard to discern and may never come through.",Les Cailloux,20,83,0.240963855,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux Supérieur,"44.8377890, -0.5791800",44.837789,-0.57918,Château Penin 2011 Les Cailloux  (Bordeaux Supérieur),https://www.winemag.com/buying-guide/chateau-penin-2011-cailloux-red-superieur/,Bordeaux-style Red Blend,2011,Château Penin
winemag 6401 to 7200,517,155654,,Red,France,"This is all fruit and no structure. The fruit shows a superripe character, which suggests this is a wine for short-term aging.",,20,83,0.240963855,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux Supérieur,"44.8377890, -0.5791800",44.837789,-0.57918,Château Cluzan 2009  Bordeaux Supérieur,https://www.winemag.com/buying-guide/chateau-cluzan-2009-red-superieur/,Bordeaux-style Red Blend,2009,Château Cluzan
winemag 6401 to 7200,526,155663,,Red,France,"This warm wine is reminiscent of vintage Port. It is sweet, with dominating nut and superripe fruit flavors. It's soft and gently flabby.",,25,83,0.301204819,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux Supérieur,"44.8377890, -0.5791800",44.837789,-0.57918,Château Beau Rivage 2009  Bordeaux Supérieur,https://www.winemag.com/buying-guide/chateau-beau-rivage-2009-red-superieur/,Bordeaux-style Red Blend,2009,Château Beau Rivage
winemag 6401 to 7200,532,155669,,Red,France,"Juicy and fruity, this has ripeness without much structure. This is for early drinking.",,15,83,0.180722892,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux Supérieur,"44.8377890, -0.5791800",44.837789,-0.57918,Château de Bel 2010  Bordeaux Supérieur,https://www.winemag.com/buying-guide/chateau-bel-2010-red-superieur/,Bordeaux-style Red Blend,2010,Château de Bel
winemag 6401 to 7200,544,155681,13,Red,France,"This is a lightweight wine with fruit that tastes overripe. It has a soft, fruity texture, and its gentle tannins are touched by acidity.",,14,83,0.168674699,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux Supérieur,"44.8377890, -0.5791800",44.837789,-0.57918,Chateau le Grand Verdus 2009  Bordeaux Supérieur,https://www.winemag.com/buying-guide/chateau-le-grand-verdus-2009-red-superieur/,Bordeaux-style Red Blend,2009,Chateau le Grand Verdus
winemag 8801 to 9600,2728,219709,13,Red,France,"Attractively made, but uncomplicated wine, with fresh raspberries, acidity, a light tannic coating, maybe spoilt by a rustic edge. Drink now.",,16,83,0.192771084,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux Supérieur,"44.8377890, -0.5791800",44.837789,-0.57918,Château Mirefleurs 2006  Bordeaux Supérieur,https://www.winemag.com/buying-guide/chateau-mirefleurs-2006-red-superieur/,Bordeaux-style Red Blend,2006,Château Mirefleurs
winemag 2401 to 3200,7281,84701,13,Red,France,The wine suffers from over-ripe fruit that give it a red-jelly flavor. The tannins and acidity make an odd contrast.,,20,83,0.240963855,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Cadillac Cotes de Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château Clos Chaumont 2014  Cadillac Cotes de Bordeaux,https://www.winemag.com/buying-guide/chateau-clos-chaumont-2014-cadillac-cotes-de-bordeaux/,Bordeaux-style Red Blend,2014,Château Clos Chaumont
