filename,record number 1,record number 2,alcohol,category,country,description,designation,price,rating,cost per point,region,region coordinates ,region latitude,region longitude,subregion,subregion coordinates ,subregion latitude,subregion longitude,title,url,varietal,vintage,winery
winemag 4001 to 4800,15169,123582,13,White,France,"Bought by Christian Moreau's great-great-grandfather at the Hospices de Chablis in 1904, this parcel lies within the Grand Cru of Les Clos. It's a superrich Chablis of great density and concentration. Spice, apricots and intense citrus provide the hallmarks of a wine for long aging. Drink from 2019.",Clos les Hospices Les Clos Grand Cru,121,95,1.27,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Chablis,"47.8152690, 3.8004510",47.815269,3.800451,Domaine Christian Moreau Pére et Fils 2012 Clos les Hospices Les Clos Grand Cru  (Chablis),https://www.winemag.com/buying-guide/domaine-christian-moreau-pere-fils-2012-clos-hospices-clos-grand-cru-chardonnay-chablis/,Chardonnay,2012,Domaine Christian Moreau Pére et Fils
winemag 6401 to 7200,3251,158388,,White,France,"Powerful and concentrated, this has an intense expression of ripe tropical fruits. The wood shows strongly at this stage, although with this amount of richness, it has the weight and the power to develop well over many years.",,123,95,1.29,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Corton-Charlemagne,"47.0772222, 4.8497222",47.0772222,4.8497222,Domaine Vincent Girardin 2010  Corton-Charlemagne,https://www.winemag.com/buying-guide/domaine-vincent-girardin-2010-chardonnay-corton-charlemagne/,Chardonnay,2010,Domaine Vincent Girardin
winemag 801 to 1600,2464,204507,13,White,France,"This is a rich wine, even from the normally austere Les Clos vineyard. Minerality is here, but it is surrounded by sumptuous ripe white fruits that have intense youthful acidity. It is a great wine that needs to age further, so drink from 2021.",Les Clos Grand Cru,125,95,1.32,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Chablis,"47.8152690, 3.8004510",47.815269,3.800451,Domaine Christian Moreau Pére et Fils 2016 Les Clos Grand Cru  (Chablis),https://www.winemag.com/buying-guide/domaine-christian-moreau-pere-et-fils-2016-les-clos-grand-cru-chablis/,Chardonnay,2016,Domaine Christian Moreau Pére et Fils
winemag 3201 to 4000,14803,107683,13.5,White,France,"Perfumed and floral, this is a wine with weight and richness. There is a lot of structure here, concentrated rich yellow and white fruits giving a textured and mineral wine. It comes from a property vinified by Drouhin for 70 years. The wine is for aging; drink from 2019.",Marquis de Laguiche Morgeot Premier Cru,132,95,1.39,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Chassagne-Montrachet,"46.9379920, 4.7295610",46.937992,4.729561,Joseph Drouhin 2013 Marquis de Laguiche Morgeot Premier Cru  (Chassagne-Montrachet),https://www.winemag.com/buying-guide/joseph-drouhin-2013-marquis-laguiche-morgeot-premier-cru-chardonnay-chassagne-montrachet/,Chardonnay,2013,Joseph Drouhin
winemag 4801 to 5600,4174,128067,13.5,White,France,"From the cool east face of the vineyard, this is crisp and tight, less opulent than some Corton-Charlemagne. It makes up in its rich structure, weight and tropical fruit flavors that are sliced by acidity. There is some kerosene along with these exotic fruits, and the wine does need to age. Drink from 2018.",,140,95,1.47,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Corton-Charlemagne,"47.0772222, 4.8497222",47.0772222,4.8497222,Bouchard Pére & Fils 2011  Corton-Charlemagne,https://www.winemag.com/buying-guide/bouchard-pere-fils-2011-chardonnay-corton-charlemagne/,Chardonnay,2011,Bouchard Pére & Fils
winemag 11201 to 12000,635,31584,,White,France,"A hugely powerful wine that exudes dense, packed tropical fruit flavors. Yet, it is surprisingly delicate, its power tempered by a cocktail of green fruits, nuts, spice and toasty new wood. Almost in balance already, it should still age well over many years. Imported by Kobrand.",Corton Charlemagne,145,95,1.53,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Corton-Charlemagne,"47.0772222, 4.8497222",47.0772222,4.8497222,Louis Jadot 2003 Corton Charlemagne  (Corton-Charlemagne),https://www.winemag.com/buying-guide/louis-jadot-2003-corton-charlemagne-chardonnay-corton-charlemagne/,Chardonnay,2003,Louis Jadot
winemag 7201 to 8000,444,171215,12.5,White,France,"Very mineral in character, this young wine is all green fruit. The citrus and grapefruit are intense, and full of ripe acidity. Hints of wood come from behind the fruit to give a wine that is structured and finely textured. Age for 4-5 years. Screwcap.",Réserve de l'Obédience Les Blanchots Grand Cru,150,95,1.58,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Chablis,"47.8152690, 3.8004510",47.815269,3.800451,Domaine Laroche 2009 Réserve de l'Obédience Les Blanchots Grand Cru  (Chablis),https://www.winemag.com/buying-guide/domaine-laroche-2009-reserve-lobedience-les-blanchots-grand-cru-chardonnay-chablis/,Chardonnay,2009,Domaine Laroche
winemag 1 to 800,10501,10501,13.5,White,France,"This wine comes from an anomaly, even by Burgundian standards. This Picard family Prima Vinae vineyard is partly Grand Cru and partly Premier Cru. The wine has the weight of a Grand Cru with intense, opulent white fruit and great citrus acidity. A young wine, it has enormous aging potential. Drink from 2023.",Les Demoiselles Premier Cru,150,95,1.58,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Puligny-Montrachet,"46.9450920, 4.7532960",46.945092,4.753296,Domaine Au Pied du Mont Chauve 2015 Les Demoiselles Premier Cru  (Puligny-Montrachet),https://www.winemag.com/buying-guide/domaine-au-pied-du-mont-chauve-2015-les-demoiselles-premier-cru-puligny-montrachet/,Chardonnay,2015,Domaine Au Pied du Mont Chauve
winemag 1601 to 2400,527,62477,13,White,France,"Regarded almost as a Grand Cru in its own right, the Moutonne vineyard, wholly owned by Albert Bichot, is in a corner of the Vaudésir Grand Cru vineyard. In this sumptuous year, the wine is more generous, ripe yellow fruits than mineral texture. The acidity and the tangy aftertaste are a reminder that this is from cool-climate Chablis. Drink from 2023.",Domaine Long-Depaquit Moutonne,154,95,1.62,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Chablis,"47.8152690, 3.8004510",47.815269,3.800451,Albert Bichot 2015 Domaine Long-Depaquit Moutonne  (Chablis),https://www.winemag.com/buying-guide/albert-bichot-2015-domaine-long-depaquit-moutonne-chablis/,Chardonnay,2015,Albert Bichot
winemag 5601 to 6400,6871,146342,13,White,France,"A taut, nervy, mineral-driven wine, this has intense citrus and grapefruit flavors, lemon grass spice and just the merest hint of wood. It's the structure that gives this impressive wine such power, and a steely edge that will need at least 6-10 years.",Clavoillon Premier Cru,158,95,1.66,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Puligny-Montrachet,"46.9450920, 4.7532960",46.945092,4.753296,Domaine Leflaive 2010 Clavoillon Premier Cru  (Puligny-Montrachet),https://www.winemag.com/buying-guide/domaine-leflaive-2010-clavoillon-premier-cru-chardonnay-puligny-montrachet/,Chardonnay,2010,Domaine Leflaive
winemag 5601 to 6400,6883,146354,13,White,France,"A dry, mineral wine, hiding its potential richness. Flavors of ripe pears and yellow fruits are matched by lime acidity. The wine has considerable power and a dense character, showing the immense density that comes from this vineyard. Age for 4-6 years and more.",,160,95,1.68,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Corton-Charlemagne,"47.0772222, 4.8497222",47.0772222,4.8497222,Domaine des Croix 2011  Corton-Charlemagne,https://www.winemag.com/buying-guide/domaine-des-croix-2011-chardonnay-corton-charlemagne/,Chardonnay,2011,Domaine des Croix
winemag 1601 to 2400,526,62476,13.5,White,France,"A flagship wine for this producer, this is rich and seductive, opulent even. Bold yellow fruits, ripe apples and pears are surrounded by a youthful texture that will allow it to age. The fruit and the touches of wood are still present, but will integrate beautfully. Drink this wine from 2023.",,165,95,1.74,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Corton-Charlemagne,"47.0772222, 4.8497222",47.0772222,4.8497222,Louis Latour 2015  Corton-Charlemagne,https://www.winemag.com/buying-guide/louis-latour-2015-corton-charlemagne/,Chardonnay,2015,Louis Latour
winemag 3201 to 4000,8172,101052,13,White,France,"Named after the Laroche winery, L'Obédiencerie, this wine is a selection from the Blanchots Grand Cru vineyard. It is rich, but endowed with a taut minerality that cuts through the ripe green plum and crisp pear flavors. It demands aging. Drink from 2020.",La Réserve de l'Obédience Les Blanchots Grand Cru,170,95,1.79,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Chablis,"47.8152690, 3.8004510",47.815269,3.800451,Domaine Laroche 2013 La Réserve de l'Obédience Les Blanchots Grand Cru  (Chablis),https://www.winemag.com/buying-guide/domaine-laroche-2013-la-reserve-de-lobedience-les-blanchots-grand-cru-chablis/,Chardonnay,2013,Domaine Laroche
winemag 5601 to 6400,11855,151326,13.5,White,France,"Corton-Charlemagne expresses the power of Chardonnay, rather than the subtlety. Given that, Olivier Leflaive's version is finely nuanced, and its weight comes as much from the rich white- and yellow-fruit flavors as the tight structure. Like most grand crus, this needs to age, so give it 5-6 years.",Corton-Charlemagne Grand Cru,170,95,1.79,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Corton-Charlemagne,"47.0772222, 4.8497222",47.0772222,4.8497222,Olivier Leflaive 2010 Corton-Charlemagne Grand Cru  (Corton-Charlemagne),https://www.winemag.com/buying-guide/olivier-leflaive-2010-corton-charlemagne-grand-cru-chardonnay-corton-charlemagne/,Chardonnay,2010,Olivier Leflaive
winemag 8001 to 8800,9337,195742,13.5,White,France,"Big and weighty, the wood very dominant, a wine with considerable potential. It feels important, seriously structured, edging on austere, but promising a much broader character after several years.",,170,95,1.79,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Corton-Charlemagne,"47.0772222, 4.8497222",47.0772222,4.8497222,Bouchard Pére & Fils 2007  Corton-Charlemagne,https://www.winemag.com/buying-guide/bouchard-pere-fils-2007-chardonnay-corton-charlemagne/,Chardonnay,2007,Bouchard Pére & Fils
winemag 7201 to 8000,529,171300,13.5,White,France,"As always, Corton-Charlemagne offers an opulent Chardonnay. In this vintage, the wine has intense tropical fruits, very ripe although never losing sight of its acidity. There is terrific concentration here, giving a wine that is very rich.",Corton-Charlemagne,182,95,1.92,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Corton-Charlemagne,"47.0772222, 4.8497222",47.0772222,4.8497222,Olivier Leflaive 2009 Corton-Charlemagne  (Corton-Charlemagne),https://www.winemag.com/buying-guide/olivier-leflaive-2009-corton-charlemagne-chardonnay-corton-charlemagne/,Chardonnay,2009,Olivier Leflaive
winemag 2401 to 3200,12940,90360,13.5,White,France,"This wine has power along with great fruit and a rich structure. Yellow fruits are laced with a more finessed texture that adds minerality. It is a dense wine, full of fruit, with a measured touch of wood. Age this until 2021.",,185,95,1.95,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Corton-Charlemagne,"47.0772222, 4.8497222",47.0772222,4.8497222,Albert Bichot 2014  Corton-Charlemagne,https://www.winemag.com/buying-guide/albert-bichot-2014-corton-charlemagne/,Chardonnay,2014,Albert Bichot
winemag 4801 to 5600,4171,128064,13,White,France,"From vines owned by the Chanson family, this is a wonderfully rich wine, deliciously fruity at the same time. Apple and citrus as well as richer apricots come through powerfully. It's structured with a sense of opulence, richness that also has a tight texture. It needs to age; drink from 2019.",Héritiers Paul Chanson,187,95,1.97,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Corton Vergennes,"47.0717829, 4.8663697",47.0717829,4.8663697,Domaine Chanson 2011 Héritiers Paul Chanson  (Corton Vergennes),https://www.winemag.com/buying-guide/domaine-chanson-2011-heritiers-paul-chardonnay-corton-vergennes/,Chardonnay,2011,Domaine Chanson
winemag 2401 to 3200,12948,90368,13.5,White,France,"Initially showing considerable wood flavors, this wine hints at its rich fruit through its weight and concentration. Spice, toast and beautifully ripe yellow fruits are slowly coming together and will harmonize with time to showcase a rich, opulent and impressive selection. Drink from 2022.",,200,95,2.11,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Corton Vergennes,"47.0717829, 4.8663697",47.0717829,4.8663697,Chanson Pére et Fils 2013  Corton Vergennes,https://www.winemag.com/buying-guide/chanson-pere-et-fils-2013-corton-vergennes/,Chardonnay,2013,Chanson Pére et Fils
winemag 2401 to 3200,3724,81144,13,White,France,"Properly rich and majestic, this wine also has impressive amounts of crisp acidity to balance its concentration. The wine has layers of peach and apricot along with beautiful acidity and a taut texture that will allow it to age. It is generous and will become opulent and full bodied as it develops. Drink this powerful wine from 2022.",,214,95,2.25,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Corton-Charlemagne,"47.0772222, 4.8497222",47.0772222,4.8497222,Olivier Leflaive 2014  Corton-Charlemagne,https://www.winemag.com/buying-guide/olivier-leflaive-2014-corton-charlemagne/,Chardonnay,2014,Olivier Leflaive
winemag 6401 to 7200,11222,166359,13,White,France,"A wine that brings out intense minerality, a tight citric tang and a beautiful structure. With its lime and grapefruit acidity laid over ripe yellow fruits shot through with toast, this is a wine that should age many years, mellowing into an open, generous richness.",Les Folatiéres Premier Cru,215,95,2.26,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Puligny-Montrachet,"46.9450920, 4.7532960",46.945092,4.753296,Domaine Leflaive 2009 Les Folatiéres Premier Cru  (Puligny-Montrachet),https://www.winemag.com/buying-guide/domaine-leflaive-2009-folatieres-premier-cru-chardonnay-puligny-montrachet/,Chardonnay,2009,Domaine Leflaive
winemag 10401 to 11200,4626,19888,,White,France,"A wine of promise, but still in its infancy. This grand cru, structured and still waiting to open to its full opulence, is packed with concentrated flavors. It's a powerhouse that needs at least five years to even begin to show its structure, ripe fruit and richness.",,228,95,2.4,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Bâtard-Montrachet,"46.9450920, 4.7532960",46.945092,4.753296,Etienne Sauzet 2004  Bâtard-Montrachet,https://www.winemag.com/buying-guide/etienne-sauzet-2004-chardonnay-batard-montrachet/,Chardonnay,2004,Etienne Sauzet
winemag 5601 to 6400,6882,146353,13.5,White,France,"With its structured, mineral character, this is a serious, ageworthy wine. It has a sense of coiled power and steel and a dense, complex texture that brings out both its ripe, pure fruit character and its intensity. Age this wine for at least 5-8 years.",Les Combettes Premier Cru,238,95,2.51,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Puligny-Montrachet,"46.9450920, 4.7532960",46.945092,4.753296,Domaine Leflaive 2010 Les Combettes Premier Cru  (Puligny-Montrachet),https://www.winemag.com/buying-guide/domaine-leflaive-2010-combettes-premier-cru-chardonnay-puligny-montrachet/,Chardonnay,2010,Domaine Leflaive
winemag 10401 to 11200,4630,19892,,White,France,"This is the one grand cru that is entirely in Chassagne-Montrachet. It's a tiny patch of land (4.13 acres) making wines that are more delicate than the others. With its fine, fresh flavors so light to the taste, this is a wine that floats on the palate with a smooth, silky texture. Wood and white peaches contribute but do not dominate.",,250,95,2.63,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Criots-Bâtard-Montrachet,"47.0260300, 4.8400040",47.02603,4.840004,Louis Latour 2004  Criots-Bâtard-Montrachet,https://www.winemag.com/buying-guide/louis-latour-2004-chardonnay-criots-batard-montrachet/,Chardonnay,2004,Louis Latour
winemag 10401 to 11200,4215,19477,,White,France,"Mineral and structured, this is a wine that is very linear and almost austere. There is elegance, fruit and wood along with a hint of ripe plums and peaches. But always that minerality, that steely character, which promise long aging.",,253,95,2.66,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Chevalier-Montrachet,"46.9450920, 4.7532960",46.945092,4.753296,Etienne Sauzet 2004  Chevalier-Montrachet,https://www.winemag.com/buying-guide/etienne-sauzet-2004-chardonnay-chevalier-montrachet/,Chardonnay,2004,Etienne Sauzet
winemag 6401 to 7200,3355,158492,,White,France,"There is such elegance on this concentrated wine, combining richness with intense structure. A blend of yellow fruit, crisp apple and lemon zest flavors surface on this opulent, balanced and structured effort. This is meant for long-term aging.",,256,95,2.69,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Bienvenues Bâtard-Montrachet,"46.9450920, 4.7532960",46.945092,4.753296,Domaine Vincent Girardin 2010  Bienvenues Bâtard-Montrachet,https://www.winemag.com/buying-guide/domaine-vincent-girardin-2010-chardonnay-bienvenues-batard-montrachet/,Chardonnay,2010,Domaine Vincent Girardin
winemag 7201 to 8000,11528,182299,13.5,White,France,"A fine, elegant wine, with balanced toast and acidity, great ripe apricot flavors along with spice from the toast, acidity, citrus and a hint of ginger. Still very young, this pure fruited wine could age over 6-10 years.",Les Pucelles Premier Cru,260,95,2.74,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Puligny-Montrachet,"46.9450920, 4.7532960",46.945092,4.753296,Domaine Leflaive 2008 Les Pucelles Premier Cru  (Puligny-Montrachet),https://www.winemag.com/buying-guide/domaine-leflaive-2008-pucelles-premier-cru-chardonnay-puligny-montrachet/,Chardonnay,2008,Domaine Leflaive
winemag 8001 to 8800,4245,190650,,White,France,"A flinty, mineral-charactered wine, with smoke and toast flavors dominant at this stage. The power and richness are there in the background, while the white fruits fit behind the structure. It's obviously for the long haul, a powerful, tight wine.",Les Demoiselles,275,95,2.89,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Chevalier-Montrachet,"46.9450920, 4.7532960",46.945092,4.753296,Louis Latour 2008 Les Demoiselles  (Chevalier-Montrachet),https://www.winemag.com/buying-guide/louis-latour-2008-demoiselles-chardonnay-chevalier-montrachet/,Chardonnay,2008,Louis Latour
winemag 5601 to 6400,6877,146348,13,White,France,"A rich wine, full and fruity up front, then opening up into a much more mineral, textured character. It is a great explosion of citrus, pear and green apple, the wood aging showing with subtlety. It's a wine for aging, complex and tight at the end.",Les Pucelles Premier Cru,303,95,3.19,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Puligny-Montrachet,"46.9450920, 4.7532960",46.945092,4.753296,Domaine Leflaive 2010 Les Pucelles Premier Cru  (Puligny-Montrachet),https://www.winemag.com/buying-guide/domaine-leflaive-2010-pucelles-premier-cru-chardonnay-puligny-montrachet/,Chardonnay,2010,Domaine Leflaive
winemag 4801 to 5600,8525,132418,13.5,White,France,"It seems smooth and opulent initially, but then shows a structured side that brings out wood flavors, intense acidity and great depth. It's a powerful wine, very rich while keeping the freshness of the year and promising long-term aging. Drink from 2018.",,304,95,3.2,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Bienvenues Bâtard-Montrachet,"46.9450920, 4.7532960",46.945092,4.753296,Domaine Vincent Girardin 2011  Bienvenues Bâtard-Montrachet,https://www.winemag.com/buying-guide/domaine-vincent-girardin-2011-chardonnay-bienvenues-batard-montrachet/,Chardonnay,2011,Domaine Vincent Girardin
winemag 3201 to 4000,14779,107659,,White,France,"This is a powerful, ripe wine, touched by its wood aging while having rich yellow fruits and a dense structure. Nervous tension comes from the acidity and the strongly mineral texture. It's a magnificent wine that needs aging, so drink from 2019.",,307,95,3.23,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Corton-Charlemagne,"47.0772222, 4.8497222",47.0772222,4.8497222,Domaine Méo-Camuzet 2013  Corton-Charlemagne,https://www.winemag.com/buying-guide/domaine-meo-camuzet-2013-chardonnay-corton-charlemagne/,Chardonnay,2013,Domaine Méo-Camuzet
winemag 8801 to 9600,9176,226157,,White,France,"This is a bright star in Olivier Leflaive's firmament, a wondrous big, rich wine that is just so finely poised. The structure is dense, rich, fat and full-bodied, a hymn to ripe fruit. Flavors are fruit-driven at this stage, but this is a wine that will develop over many years, if you can resist the urge to indulge its luxuriant tastes now.",,310,95,3.26,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Bâtard-Montrachet,"46.9450920, 4.7532960",46.945092,4.753296,Olivier Leflaive 2006  Bâtard-Montrachet,https://www.winemag.com/buying-guide/olivier-leflaive-2006-chardonnay-batard-montrachet/,Chardonnay,2006,Olivier Leflaive
winemag 10401 to 11200,4623,19885,13.5,White,France,"The richness of this wine envelops you from the start. It is all about opulence, but it's balanced with layers of ripe fruit and wood. At this stage in its long life, this wine from a fine white wine vintage is still dominated by fruit. The secondary flavors will start to show in 3-4 years time. A powerful wine that does not lose sight of a potential partnership with food.",,320,95,3.37,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Chevalier-Montrachet,"46.9450920, 4.7532960",46.945092,4.753296,Bouchard Pére & Fils 2004  Chevalier-Montrachet,https://www.winemag.com/buying-guide/bouchard-pere-fils-2004-chardonnay-chevalier-montrachet/,Chardonnay,2004,Bouchard Pére & Fils
winemag 8001 to 8800,9338,195743,13.5,White,France,"Straddling richness and beautiful liveliness, this is going to be an impressive wine. It does need aging. At this stage, the wood is a big element, but then the bright white fruits-pears, white currants along with tangerines-will move center stage. Keep at least six years, almost certainly more.",,328,95,3.45,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Chevalier-Montrachet,"46.9450920, 4.7532960",46.945092,4.753296,Bouchard Pére & Fils 2007  Chevalier-Montrachet,https://www.winemag.com/buying-guide/bouchard-pere-fils-2007-chardonnay-chevalier-montrachet/,Chardonnay,2007,Bouchard Pére & Fils
winemag 2401 to 3200,12933,90353,13.5,White,France,"Powerful and rich, this has a great spice component that shoots through the pure fruit flavors. It is already a delicious wine with its juicy acidity and fresh, zesty, mineral character. But at the same time, it has a great structure, beautifully ripe fruitiness and excellent potential. It will drink at its best from 2022.",,333,95,3.51,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Corton-Charlemagne,"47.0772222, 4.8497222",47.0772222,4.8497222,Domaine Faiveley 2014  Corton-Charlemagne,https://www.winemag.com/buying-guide/domaine-faiveley-2014-corton-charlemagne/,Chardonnay,2014,Domaine Faiveley
winemag 5601 to 6400,11858,151329,13.5,White,France,"With his family based in Puligny-Montrachet, Olivier Leflaive knows a thing or two about the grand crus of his village. This Bâtard-Montrachet is intensely textured, concentrated and ripe, and it exudes equal amounts of acids. Powerful yet elegant, the toast note is a subtle expression in this rich wine. This for long-term aging.",Bâtard-Montrachet Grand Cru,375,95,3.95,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Bâtard-Montrachet,"46.9450920, 4.7532960",46.945092,4.753296,Olivier Leflaive 2010 Bâtard-Montrachet Grand Cru  (Bâtard-Montrachet),https://www.winemag.com/buying-guide/olivier-leflaive-2010-batard-montrachet-grand-cru-chardonnay-batard-montrachet/,Chardonnay,2010,Olivier Leflaive
winemag 2401 to 3200,9430,86850,14,White,France,"This is an opulent wine from one of the fabled series of white Grand Crus. Along with generous yellow fruits and ripe citrus, it has weight and gravitas. Spice from the wood fills things out even more, giving the wine its balance, its intensity and its future. Drink from 2022.",,380,95,4,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Criots-Bâtard-Montrachet,"47.0260300, 4.8400040",47.02603,4.840004,Louis Latour 2014  Criots-Bâtard-Montrachet,https://www.winemag.com/buying-guide/louis-latour-2014-criots-batard-montrachet/,Chardonnay,2014,Louis Latour
winemag 8001 to 8800,4248,190653,,White,France,"The potential here is enormous. This is a great wine, powerful and densely textured, at this stage packed with a steely character, but just waiting to unleash its beautifully defined fruit, to break out of the tight structure. Give it at least six years.",,385,95,4.05,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Montrachet,"46.9450920, 4.7532960",46.945092,4.753296,Louis Latour 2008  Montrachet,https://www.winemag.com/buying-guide/louis-latour-2008-chardonnay-montrachet/,Chardonnay,2008,Louis Latour
winemag 6401 to 7200,3247,158384,,White,France,"This is a deeply rich, very impressive wine from a great white-wine vintage. It's concentrated with the essence of pure Chardonnay. It has tension along with a full texture. Age it for at least 10 years.",,398,95,4.19,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Chevalier-Montrachet,"46.9450920, 4.7532960",46.945092,4.753296,Domaine Vincent Girardin 2010  Chevalier-Montrachet,https://www.winemag.com/buying-guide/domaine-vincent-girardin-2010-chardonnay-chevalier-montrachet/,Chardonnay,2010,Domaine Vincent Girardin
winemag 4801 to 5600,8528,132421,13.5,White,France,This wine glories in its rich texture and opulent feel. It strikes an almost perfect balance between ripe fruit and amazing freshness. Wood toast adds a delicate layer of flavor between the acidity and warm yellow fruits. The steely character and the tight final texture are both promises for the future. Drink from 2018.,,415,95,4.37,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Bâtard-Montrachet,"46.9450920, 4.7532960",46.945092,4.753296,Domaine Vincent Girardin 2011  Bâtard-Montrachet,https://www.winemag.com/buying-guide/domaine-vincent-girardin-2011-chardonnay-batard-montrachet/,Chardonnay,2011,Domaine Vincent Girardin
winemag 2401 to 3200,9423,86843,13.5,White,France,"This wine is ripe and structured, dense with both acidity and minerality. It is rich with yellow and tropical fruits but always cut with lively acidity, making it opulent while fresh. Drink from 2022.",,430,95,4.53,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Bâtard-Montrachet,"46.9450920, 4.7532960",46.945092,4.753296,Louis Latour 2014  Bâtard-Montrachet,https://www.winemag.com/buying-guide/louis-latour-2014-batard-montrachet/,Chardonnay,2014,Louis Latour
winemag 7201 to 8000,6588,177359,,White,France,"The grandest of all white Burgundy vineyards, Montrachet has produced a powerful, great wine, with impressive ripe, dense fruit. There is still elegance, a sense of proportion, but the opulence of the Chardonnay here is impossible to resist.",,440,95,4.63,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Montrachet,"46.9450920, 4.7532960",46.945092,4.753296,Louis Latour 2009  Montrachet,https://www.winemag.com/buying-guide/louis-latour-2009-chardonnay-montrachet/,Chardonnay,2009,Louis Latour
winemag 5601 to 6400,11842,151313,13.5,White,France,"This wine is just starting out, which explains the toast factor that currently dominates the nose and palate. As it opens, the opulent, ripe fruit from this great vineyard shows through in the form of powerful, and intense pineapple and apricot flavors that mingle in the tight texture. It will age for many years-start with at least six.",Chevalier-Montrachet Grand Cru,500,95,5.26,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Chevalier-Montrachet,"46.9450920, 4.7532960",46.945092,4.753296,Olivier Leflaive 2010 Chevalier-Montrachet Grand Cru  (Chevalier-Montrachet),https://www.winemag.com/buying-guide/olivier-leflaive-2010-chevalier-montrachet-grand-cru-chardonnay-chevalier-montrachet/,Chardonnay,2010,Olivier Leflaive
winemag 4001 to 4800,15175,123588,13.5,White,France,"The future is considerable for this wine that is so rich, so textured, so full of minerality and gorgeous fruit. All the potential is there, from the steely character and the ripe wood-aging flavors. Intense and dense, the wine will need to age for many years to be at its peak. Don't even touch before 2019.",,511,95,5.38,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Bâtard-Montrachet,"46.9450920, 4.7532960",46.945092,4.753296,Olivier Leflaive 2012  Bâtard-Montrachet,https://www.winemag.com/buying-guide/olivier-leflaive-2012-chardonnay-batard-montrachet/,Chardonnay,2012,Olivier Leflaive
winemag 4801 to 5600,4129,128022,14,White,France,"This is the big one, one of the most treasured white wine vineyards in the world. And the wine is magnificent, balanced with restrained power and style. Yellow fruits are shot through with acidity that conveys a nervy texture and an intense, concentrated character. This needs many years; don't drink before 2020.",,520,95,5.47,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Montrachet,"46.9450920, 4.7532960",46.945092,4.753296,Louis Latour 2011  Montrachet,https://www.winemag.com/buying-guide/louis-latour-2011-chardonnay-montrachet/,Chardonnay,2011,Louis Latour
winemag 801 to 1600,2476,204519,13,White,France,"This intense, concentrated wine is also beautifully elegant. It comes from parcels in all parts of the Grand Cru giving a rich wine that has great acidity as well as apricot and crisp apple flavors. The wine is intense, stylish, fruity and structured in a way that will allow it to age so well. Drink this major wine from 2024.",,529,95,5.57,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Bâtard-Montrachet,"46.9450920, 4.7532960",46.945092,4.753296,Olivier Leflaive 2015  Bâtard-Montrachet,https://www.winemag.com/buying-guide/olivier-leflaive-2015-batard-montrachet/,Chardonnay,2015,Olivier Leflaive
